simulation_id,team,points
15,Holt,0
15,Incarnate Word A,5
15,Jefferson City,0
15,John Burroughs,121
15,Kearney,25
15,Ladue Horton Wat,49
15,Ladue Horton Watkins,6
15,Lebanon,37
15,Lincoln College,7
15,Lincoln College Prep,11
15,Logan-Rogersvill,0
15,Louisiana,46
15,Lutheran South,32
15,Lutheran St. Cha,1
15,Lutheran St. Charles,1
15,Mehlville,36
15,Monett,17
15,Nerinx Hall,76
15,Nevada,13
15,North Point,0
15,Notre Dame Cape,0
15,Notre Dame de Si,80
15,Notre Dame de Sion,40
15,Parkway Central,216
15,Parkway North,0
15,Parkway West,84
15,Platte County,3
15,Poplar Bluff,0
15,Principia,16
15,Rockwood Summit,100
15,STEAM Academy,0
15,Savannah,0
15,Smith-Cotton,0
15,Smithville,2
15,St. Charles West,0
15,St. Dominic,0
15,St. Michael the,49
15,St. Pius X Kansa,0
15,St. Teresa's Aca,169
15,St. Teresa's Academy,23
15,Summit Christian,0
15,Timberland,24
15,Ursuline Academy,57
15,Villa Duchesne,122
15,Visitation Acade,158
15,Visitation Academy,28
15,Washington,0
15,Webb City,10
15,Webster Groves,152
15,West Plains,25
16,Barstow,0
16,Bolivar,0
16,Capital City,13
16,Carl Junction,14
16,Central (Cape Girardeau),0
16,Central (Springf,3
16,Central (Springfield),17
16,Central Cape Gir,55
16,Clayton,73
16,Father Tolton,139
16,Ft. Zumwalt East,11
16,Ft. Zumwalt Sout,21
16,Glendale,41
16,Grain Valley,76
16,Grandview,0
16,Greenwood,5
16,Hannibal,9
16,Holt,0
16,Incarnate Word A,2
16,Jefferson City,0
16,John Burroughs,103
16,Kearney,37
16,Ladue Horton Wat,47
16,Ladue Horton Watkins,4
16,Lebanon,32
16,Lincoln College,3
16,Lincoln College Prep,7
16,Logan-Rogersvill,0
16,Louisiana,46
16,Lutheran South,37
16,Lutheran St. Cha,0
16,Lutheran St. Charles,6
16,Mehlville,37
16,Monett,25
16,Nerinx Hall,88
16,Nevada,12
16,North Point,0
16,Notre Dame Cape,6
16,Notre Dame de Si,56
16,Notre Dame de Sion,41
16,Parkway Central,240
16,Parkway North,0
16,Parkway West,74
16,Platte County,3
16,Poplar Bluff,2
16,Principia,16
16,Rockwood Summit,98
16,STEAM Academy,0
16,Savannah,1
16,Smith-Cotton,0
16,Smithville,0
16,St. Charles West,0
16,St. Dominic,0
16,St. Michael the,79
16,St. Pius X Kansa,0
16,St. Teresa's Aca,147
16,St. Teresa's Academy,27
16,Summit Christian,0
16,Timberland,23
16,Ursuline Academy,58
16,Villa Duchesne,165
16,Visitation Acade,144
16,Visitation Academy,28
16,Washington,0
16,Webb City,13
16,Webster Groves,127
16,West Plains,14
17,Barstow,0
17,Bolivar,0
17,Capital City,6
17,Carl Junction,14
17,Central (Cape Girardeau),0
17,Central (Springf,2
17,Central (Springfield),17
17,Central Cape Gir,54
17,Clayton,79
17,Father Tolton,145
17,Ft. Zumwalt East,16
17,Ft. Zumwalt Sout,18
17,Glendale,40
17,Grain Valley,69
17,Grandview,0
17,Greenwood,4
17,Hannibal,12
17,Holt,0
17,Incarnate Word A,0
17,Jefferson City,0
17,John Burroughs,131
17,Kearney,40
17,Ladue Horton Wat,54
17,Ladue Horton Watkins,1
17,Lebanon,52
17,Lincoln College,8
17,Lincoln College Prep,12
17,Logan-Rogersvill,0
17,Louisiana,64
17,Lutheran South,34
17,Lutheran St. Cha,0
17,Lutheran St. Charles,4
17,Mehlville,36
17,Monett,29
17,Nerinx Hall,92
17,Nevada,11
17,North Point,0
17,Notre Dame Cape,0
17,Notre Dame de Si,68
17,Notre Dame de Sion,41
17,Parkway Central,238
17,Parkway North,0
17,Parkway West,62
17,Platte County,5
17,Poplar Bluff,0
17,Principia,12
17,Rockwood Summit,101
17,STEAM Academy,0
17,Savannah,5
17,Smith-Cotton,0
17,Smithville,0
17,St. Charles West,0
17,St. Dominic,0
17,St. Michael the,74
17,St. Pius X Kansa,0
17,St. Teresa's Aca,135
17,St. Teresa's Academy,29
17,Summit Christian,6
17,Timberland,26
17,Ursuline Academy,45
17,Villa Duchesne,126
17,Visitation Acade,131
17,Visitation Academy,28
17,Washington,0
17,Webb City,13
17,Webster Groves,113
17,West Plains,23
18,Barstow,0
18,Bolivar,0
18,Capital City,8
18,Carl Junction,14
18,Central (Cape Girardeau),0
